index,name,address,sido,gungu
757,대천해수욕장점,"충청남도 보령시  해수욕장6길 124, 102호",충청남도,충청남도
758,대조점,서울특별시 은평구 대조동 91-67,서울특별시,서울특별시
759,대전태평점,대전광역시 중구 태평동 330-20번지,대전광역시,대전광역시
760,대전탄방점,대전광역시 서구 탄방동 848,대전광역시,대전광역시
761,대전전민점,"대전광역시 유성구 전민로38번길 50, 1층",대전광역시,대전광역시
762,대전월평1호점,대전광역시 서구 월평동 670,대전광역시,대전광역시
763,대전우송대점,대전광역시 동구 소제동 299-376,대전광역시,대전광역시
764,대전송강테크노점,"대전광역시 유성구  관평1로 15, 106호",대전광역시,대전광역시
765,대전법동점,대전광역시 대덕구  계족산로17번길 110,대전광역시,대전광역시
766,대전반석점,대전광역시 유성구 반석동 624-2,대전광역시,대전광역시
767,대전문화점,대전광역시 중구 문화2동 418-1 계룡APT상가 103호,대전광역시,대전광역시
768,대전만년점,대전광역시 서구  만년남로 3번길 8-12,대전광역시,대전광역시
769,대전둔산1호점,대전광역시 서구  문정로 170번길 157,대전광역시,대전광역시
770,대전도마점,"대전광역시 서구  도솔4길 37, 1층",대전광역시,대전광역시
771,대전노은점,대전광역시 유성구 지족동 909-17번지,대전광역시,대전광역시
772,대전궁동점,대전광역시 유성구 궁동 432-1번지,대전광역시,대전광역시
773,대전관저점,대전광역시 서구  관저동로 73번길 29-26,대전광역시,대전광역시
774,대전갈마2동점,"대전광역시 서구  대덕대로 115, 1층",대전광역시,대전광역시
775,대전가장점,대전광역시 서구 괴정동 116-6,대전광역시,대전광역시
776,대전가오점,대전광역시 동구 가오동 461번지,대전광역시,대전광역시
777,대연2호점,부산광역시 남구  용소로 42,부산광역시,부산광역시
778,대성죽교점,전라남도 목포시  양을로 1-2,전라남도,전라남도
779,대명1호점,대구광역시 남구  대명로 20길 22-2,대구광역시,대구광역시
780,대림1동점,서울특별시 영등포구  대림동 902-7,서울특별시,서울특별시
781,대구황금점,대구광역시 수성구 황금동 228-1번지 외 1필지,대구광역시,대구광역시
782,대구화원점,대구광역시 달성군 화원읍  천내리 118번지 창신맨션 상가 1동 2호,대구광역시,대구광역시
783,대구평리1호점,대구광역시 서구  평리로 377,대구광역시,대구광역시
784,대구파동점,대구광역시 수성구  파동로 174,대구광역시,대구광역시
785,대구태전점,대구광역시 북구 태전동 칠곡중앙대로 53길 10,대구광역시,대구광역시
786,대구침산점,대구광역시 북구  침산남로 19길 6,대구광역시,대구광역시
787,대구진천점,대구광역시 달서구 진천동 728-1번지,대구광역시,대구광역시
788,대구지산점,대구광역시 수성구 지산동 1272-2번지 에덴상가 5호,대구광역시,대구광역시
789,대구이곡점,대구광역시 달서구  선원남로 74 1층,대구광역시,대구광역시
790,대구율하점,대구광역시 동구  율하동로 25길 2 (신기동),대구광역시,대구광역시
791,대구용산점,대구광역시 달서구 용산동 용산로 186-7  1층,대구광역시,대구광역시
792,대구신천점,대구광역시 동구 신천3동 183-1번지,대구광역시,대구광역시
793,대구신매점,"대구광역시 수성구  고산로 70, 4-16동 1층4호",대구광역시,대구광역시
794,대구수성점,대구광역시 수성구 수성로271,대구광역시,대구광역시
795,대구상인1호점,대구광역시 달서구  상인로100-1,대구광역시,대구광역시
796,대구상.중동점,대구광역시 수성구 상동 316-9번지,대구광역시,대구광역시
797,대구봉덕점,대구광역시 남구  중앙대로22길 155,대구광역시,대구광역시
798,대구복현점,대구광역시 북구 복현2동 265-1,대구광역시,대구광역시
799,대구범어4만촌3점,대구광역시 수성구  범어로18길 56,대구광역시,대구광역시
800,대구방촌점,"대구광역시 동구  방촌로125, 101동 111호(방촌동,현대아파트상가)",대구광역시,대구광역시
801,대구반야월점,대구광역시 동구 신서동 513-1,대구광역시,대구광역시
802,대구메트로점,대구광역시 수성구 만촌동 962-15,대구광역시,대구광역시
803,대구매호점,대구광역시 수성구  매호동 1323-9 번지,대구광역시,대구광역시
804,대구동천점,대구광역시 북구  팔거천동로 34길 3-17,대구광역시,대구광역시
805,대구대현점,대구광역시 북구  대현로 116,대구광역시,대구광역시
806,대구대봉점,"대구광역시 중구 대봉로 268, 1층",대구광역시,대구광역시
807,대구대곡점,대구광역시 달서구  도원남로 38,대구광역시,대구광역시
808,대구다사점,대구광역시 달성군 다사읍 대실역북로3길 9,대구광역시,대구광역시
809,대구노원점,대구광역시 북구  팔달로 153,대구광역시,대구광역시
810,대구내당중리점,대구광역시 서구  평리로 50길 27,대구광역시,대구광역시
811,대구남산대신점,대구광역시 중구  남산로 17길 145,대구광역시,대구광역시
812,대구구암점,대구광역시 북구  구암로 43길 13,대구광역시,대구광역시
813,대구관음점,대구광역시 북구 관음동 600-2번지,대구광역시,대구광역시
814,대광점,경기도 연천군 신서면 도신리 290-20,경기도,경기도
815,대관령점,강원도 평창군 대관령면 눈마을길 49,강원도,강원도
816,당하점,"인천광역시 서구  서곶로 876, 103호",인천광역시,인천광역시
817,당진신평점,충청남도 당진시  거산3거리길 70,충청남도,충청남도
818,당진송악점,충청남도 당진시 송악읍 가학리 632-8 대림e-편한세상 상가 206호,충청남도,충청남도
819,당산2동점,서울특별시 영등포구  국회대로 29길 16,서울특별시,서울특별시
820,답십리1동점,"서울특별시 동대문구  전농로 57, 1층",서울특별시,서울특별시
821,담양점,전라남도 담양군 담양읍 천변1길 11,전라남도,전라남도
822,다대2동점,부산광역시 사하구  다대로 429번길 20,부산광역시,부산광역시
823,능곡점,경기도 고양시 덕양구  지도로 35번길 12-22,경기도,경기도
824,논현고잔1호점,인천광역시 남동구  논고개로 136번길 12,인천광역시,인천광역시
825,논현1동점,서울특별시 강남구  학동로6길 3,서울특별시,서울특별시
826,녹번점,"서울특별시 은평구  녹번로 9, 1층",서울특별시,서울특별시
827,노량진1동점,서울특별시 동작구  만양로72,서울특별시,서울특별시
828,내포신도시1호점,"충청남도 홍성군 홍북면 상하천로 31, 117호",충청남도,충청남도
829,내수점,"충청북도 청주시청원구  청암로 37,104호",충청북도,충청북도
830,내손2동점,경기도 의왕시  흥안대로434번길 69,경기도,경기도
831,내방농성점,광주광역시 서구  월산로 257,광주광역시,광주광역시
832,내덕우암점,충청북도 청주시청원구  중앙로 191-2,충청북도,충청북도
833,남지읍점,경상남도 창녕군 남지읍 663-26,경상남도,경상남도
834,남원2호점,전라북도 남원시  충정로 320,전라북도,전라북도
835,남양주창현점,경기도 남양주시 화도읍 경춘로창벌1길 19,경기도,경기도
836,남양주진접점,경기도 남양주시 진접읍 장현로 131,경기도,경기도
837,남양주월산점,"경기도 남양주시 화도읍 경춘로2290번길 3,상가1동102호",경기도,경기도
838,남양주와부1호점,경기도 남양주시 와부읍 수레로 58,경기도,경기도
839,남양주오남점,경기도 남양주시 오남읍 130번지 102호,경기도,경기도
840,남양주사능점,경기도 남양주시 진건읍 진건오남로 105번길 15,경기도,경기도
841,남양주도농점, ,,
842,남양가음점,"경상남도 창원시성산구  원이대로 863번길 7, 105호",경상남도,경상남도
843,남가좌1호점,서울특별시 서대문구  가재울로 4길 57-2,서울특별시,서울특별시
844,나주혁신도시점,전라남도 나주시  석전1길 15,전라남도,전라남도
845,나운2호점,전라북도 군산시 부곡1길 39 1층 108호(나운동),전라북도,전라북도
846,김해활천점,경상남도 김해시 어방동 319-11,경상남도,경상남도
847,김해진영점,경상남도 김해시 진영읍 장등로 30,경상남도,경상남도
848,김해장유점,경상남도 김해시 장유면 삼문리 467-6번지,경상남도,경상남도
849,김해율하점,경상남도 김해시 율하동 1403번지 부상가 101호,경상남도,경상남도
850,김해외동점,경상남도 김해시 외동  1242-2 1층,경상남도,경상남도
851,김해삼방점,경상남도 김해시  삼안로 169,경상남도,경상남도
852,김해삼계점,경상남도 김해시 삼계동 1500-1 1층,경상남도,경상남도
853,김해부원점,경상남도 김해시 김해대로2385번길 18-1,경상남도,경상남도
854,김해동장유점,경상남도 김해시 월산로 111-43,경상남도,경상남도
855,김해내동점,경상남도 김해시 외동 1121-1 동신빌딩 112호,경상남도,경상남도
856,김해구산대성점,경상남도 김해시 구산동 555번지 106호,경상남도,경상남도
857,김포풍무점,경기도 김포시 풍무동 425번지 102호,경기도,경기도
858,김포장기점,경기도 김포시 장기동 1636번지 고창마을 제일풍경채상가동 102호,경기도,경기도
859,김천혁신점,경상북도 김천시  율곡동 416 중흥에스클래스파라디움상가 2동 108호,경상북도,경상북도
860,김천1호점,경상북도 김천시  신음새동네2길 31,경상북도,경상북도
861,김제점,전라북도 김제시  요촌중길 93,전라북도,전라북도
862,길음1동점,"서울특별시 성북구  길음로 74, 2-107",서울특별시,서울특별시
863,길동점,서울특별시 강동구 길동 142-2,서울특별시,서울특별시
864,금호1가응봉점,서울특별시 성동구 금호동1가 1801-2 1층,서울특별시,서울특별시
865,금촌점,경기도 파주시  새꽃로 96번지,경기도,경기도
866,금촌3동점,"경기도 파주시 아동동 경의로 1833, 1층일부",경기도,경기도
867,금왕점,충청북도 음성군 금왕읍 탑골길12 1동 103호,충청북도,충청북도
868,금산읍점,충청남도 금산군 금산읍 비단로 329,충청남도,충청남도
869,금당왕지점,전라남도 순천시  조례못등길 13,전라남도,전라남도
870,금광2동점,경기도 성남시 중원구  금빛로 61번길 11,경기도,경기도
871,귀인평안점,"경기도 안양시동안구 평촌동 915-5번지, 1층",경기도,경기도
872,권선2동점,경기도 수원시 권선구 권선동 1259-8번지,경기도,경기도
873,군포광정점,경기도 군포시  산본로432번길 4,경기도,경기도
874,군자점,서울특별시 광진구  군자로 168,서울특별시,서울특별시
875,군산조촌점,전라북도 군산시  부골2길 53,전라북도,전라북도
876,군산수송점,전라북도 군산시  축동로 7,전라북도,전라북도
877,군산나운점,"전라북도 군산시  대학로 316, 1층",전라북도,전라북도
878,구의1동점,"서울특별시 광진구  자양로 173, 간씨빌딩",서울특별시,서울특별시
879,구월점,인천광역시 남동구  독점로3번길 30-6,인천광역시,인천광역시
880,구영천상점,울산광역시 울주군 범서읍 구영리 802-22번지,울산광역시,울산광역시
881,구미형곡점,경상북도 구미시  형곡동로 70,경상북도,경상북도
882,구미인동점,경상북도 구미시  인동16길 24-4,경상북도,경상북도
883,구미신평비산점,경상북도 구미시  구미대로30길 26,경상북도,경상북도
884,구미송정원평점,경상북도 구미시 신시로14길 50,경상북도,경상북도
885,구미상모사곡점,경상북도 구미시  상모로 10길 21-63,경상북도,경상북도
886,구미봉곡점,"경상북도 구미시 봉곡동 봉곡남로9길 7, 1층 101호",경상북도,경상북도
887,구미문성점,"경상북도 구미시 고아읍 들성로 7길 19, 1층",경상북도,경상북도
888,구미도량점,경상북도 구미시 야은로 413,경상북도,경상북도
889,구리교문점,경기도 구리시 교문동 757-1번지,경기도,경기도
890,구룡포점,경상북도 포항시 남구 구룡포읍 호미로 253-2,경상북도,경상북도
891,구로5동점,서울특별시 구로구 구로중앙로28길 31,서울특별시,서울특별시
892,구로3동점,"서울특별시 구로구  디지털로27길 16, 106호",서울특별시,서울특별시
893,구래1호점,경기도   김포시   김포한강9로12번길 97-14 101호,경기도,경기도
894,괴안범박점,경기도 부천시 소사구 괴안동 242-10번지,경기도,경기도
895,광탄점,경기도 파주시 광탄면 혜음로 1122,경기도,경기도
896,광주효천점,"광주광역시 남구  효우2로26번길 18,1층 108호",광주광역시,광주광역시
897,광주화정점,광주광역시 서구  월드컵4강로 28번길 35,광주광역시,광주광역시
898,광주학동점,광주광역시 동구  의재로 54,광주광역시,광주광역시
899,광주하남점,광주광역시 광산구  목련로 142,광주광역시,광주광역시
900,광주하나로클럽점, ,,
901,광주풍암점,"광주광역시 서구  풍암순환로 183, 208호",광주광역시,광주광역시
902,광주초월점,경기도 광주시 초월읍 쌍동리 393번지 E편한세상 B-106호,경기도,경기도
903,광주첨단점,광주광역시 광산구  월계로 92-1,광주광역시,광주광역시
904,광주진월점,광주광역시 남구  서문대로 633번길 17,광주광역시,광주광역시
905,광주중흥점,광주광역시 북구  우치로 27번길 26,광주광역시,광주광역시
906,광주주월점,광주광역시 남구  회서로 11번길 13,광주광역시,광주광역시
907,광주일곡점,광주광역시 북구  일곡택지로 55,광주광역시,광주광역시
908,광주운암점,광주광역시 북구 운암동 885-56번지,광주광역시,광주광역시
909,광주운남점,광주광역시 광산구  임방울대로 142-14,광주광역시,광주광역시
910,광주용봉점,"광주광역시 북구 서암대로 74-1, 103호",광주광역시,광주광역시
911,광주오포점,경기도 광주시 오포읍 양벌리 562-8번지,경기도,경기도
912,광주양산점,광주광역시 북구  양산택지로 89,광주광역시,광주광역시
913,광주수완점,광주광역시 광산구 수완동 958번지 102-1층,광주광역시,광주광역시
914,광주송정점,경기도 광주시 송정동 110-8번지,경기도,경기도
915,광주송정도산점,광주광역시 광산구 남동길 48번길 53,광주광역시,광주광역시
916,광주상무점,광주광역시 서구  치평동 1168,광주광역시,광주광역시
917,광주봉선점,광주광역시 남구 봉선동 1011-6번지,광주광역시,광주광역시
918,광주백운점,"광주광역시 남구 백운로 29, 1층",광주광역시,광주광역시
919,광주문흥점,"광주광역시 북구 천지인로 173번길 22, A-102(문흥동,광명상가)",광주광역시,광주광역시
920,광주두암점,"광주광역시 북구  삼정로 71, 104호",광주광역시,광주광역시
921,광주동천동림점,광주광역시 서구  동천로 10번길 12-2,광주광역시,광주광역시
922,광주금호점,광주광역시 서구  금부로번길 9,광주광역시,광주광역시
923,광장점,서울특별시 광진구  아차산로 70길 75 광장현대아파트,서울특별시,서울특별시
924,광양중마점,"전라남도 광양시  공영로 10,,상가동 102호(중동,금광1차아파트)",전라남도,전라남도
925,광양광영점,전라남도 광양시  광영로 83,전라남도,전라남도
926,"광안2,4동점",부산광역시 수영구 광안동 168-7번지,부산광역시,부산광역시
927,"광명3,4동점",경기도 광명시 광명동 158-321,경기도,경기도
928,광교1호점,"경기도 용인시 수지구  광교중앙로 315, 광교티타워102호",경기도,경기도
929,관교구월2호점,인천광역시 남동구  문화서로28번길 8,인천광역시,인천광역시
930,과천1호점,경기도 과천시 원문동 4번지 레미안슈르A상가 1011호,경기도,경기도
931,공주중동점,"충청남도 공주시  가구점길3, 1층",충청남도,충청남도
932,공주신관점,"충청남도 공주시  흑수골길 48, 1층",충청남도,충청남도
933,공릉2동점,"서울특별시 노원구  노원로 62, 101호",서울특별시,서울특별시
934,"공릉1,3동점",서울특별시 노원구 공릉동 573-20,서울특별시,서울특별시
935,공도2호점,경기도 안성시 공도읍 만정리 814-1,경기도,경기도
936,곤지암점,경기도 광주시 곤지암읍 평촌길 60,경기도,경기도
937,곡성점,전라남도 곡성군 곡성읍 읍내리 250-8,전라남도,전라남도
938,곡반정점,경기도 수원시 권선구 곡반정동 563-7번지 101호,경기도,경기도
939,고흥읍점,전라남도 고흥군 고흥읍 봉황길 32-1,전라남도,전라남도
940,고흥녹동점,전라남도 고흥군 도양읍 녹동남촌1길 24-1,전라남도,전라남도
941,고한사북점,강원도 정선군 사북읍 중앙로 68번지,강원도,강원도
942,고척2동점,서울특별시 구로구  고척로 180,서울특별시,서울특별시
943,고창점,전라북도 고창군 고창읍 월곡공원1길 18,전라북도,전라북도
944,고양화정2동점,경기도 고양시 덕양구 성신로 10 101(화정동),경기도,경기도
945,고양화정1동점,경기도 고양시 덕양구 화정동 923-11번지,경기도,경기도
946,고양성사점,경기도 고양시 덕양구  호국로 790번길 42-4,경기도,경기도
947,고성천진점,강원도 고성군 토성면 토성로 145,강원도,강원도
948,고성간성점,강원도 고성군 간성읍 간성로 67,강원도,강원도
949,"고덕1,2동점",서울특별시 강동구  상일로 161,서울특별시,서울특별시
950,계룡점,충청남도 계룡시  금암로 155-11,충청남도,충청남도
951,경주황성금장점,경상북도 경주시  용담로116번길 7,경상북도,경상북도
952,경주보문점,"경상북도 경주시  보문로 402-31,106호",경상북도,경상북도
953,경주동천용강점,경상북도 경주시  동천로 63,경상북도,경상북도
954,경산하양점,경상북도 경산시 하양읍 하양로 34,경상북도,경상북도
955,경산진량점,경상북도 경산시 진량읍 낙산길 22-1,경상북도,경상북도
956,경산옥산정평점,경상북도 경산시  강변서로 51길 22,경상북도,경상북도
957,경북청송점,경상북도 청송군 청송읍 중앙로 236,경상북도,경상북도
958,경북청도점,경상북도 청도군 청도읍 고수리 152-27,경상북도,경상북도
959,경북의성점,경상북도 의성군 의성읍 중앙길 59,경상북도,경상북도
960,경북울진점,경상북도 울진군 울진읍 울진중앙로 186-4,경상북도,경상북도
961,경북영주점,경상북도 영주시 하망동 549-5번지,경상북도,경상북도
962,경북성주점,경상북도 성주군 성주읍 성주순환로 162,경상북도,경상북도
963,경북석적점,경상북도 칠곡군 석적읍 석적로 954,경상북도,경상북도
964,경북상주점,경상북도 상주시  남성3길 31,경상북도,경상북도
965,경북봉화점,"경상북도 봉화군 봉화읍 신시장1길 4, 105호",경상북도,경상북도
966,경북문경점,경상북도 문경시 반쟁이3길 9 (모전동),경상북도,경상북도
967,경복궁점,"서울특별시 종로구 사직로 사직로 114, 101호",서울특별시,서울특별시
968,경남합천점,경상남도 합천군 합천읍 합천리 충효로 4길 10,경상남도,경상남도
969,경남함양점,경상남도 함양군  용평중앙길 25,경상남도,경상남도
970,경남하동점,경상남도 하동군 하동읍 경서대로 106,경상남도,경상남도
971,경남사천점,경상남도 사천시 정동면 고읍리 564-8번지,경상남도,경상남도
972,경남밀양점,경상남도 밀양시  밀양대로 1770-1 (삼문동),경상남도,경상남도
973,경남남해점,경상남도 남해군 남해읍 화전로 78번길 11,경상남도,경상남도
974,경남고성점,경상남도 고성군 고성읍 중앙로 15번길 8,경상남도,경상남도
975,경기용문점,경기도 양평군 용문면 용문로 375,경기도,경기도
976,경기고양점,경기도 고양시 덕양구  읍내로 83-7,경기도,경기도
977,검암지구점,인천광역시 서구   승학로 587,인천광역시,인천광역시
978,거창점,"경상남도 거창군 거창읍 공수들7길 20, 1층",경상남도,경상남도
979,거제중곡점,"경상남도 거제시  해명로4길 8, 엘리유리안2차 아파트 상가 106호",경상남도,경상남도
980,거제장평점,경상남도 거제시  장평1로 16길 15,경상남도,경상남도
981,거제장승포점,"경상남도 거제시  능포로4길 5, 107호",경상남도,경상남도
982,거제옥포점,경상남도 거제시  옥포중앙로 87-1,경상남도,경상남도
983,거제연초점,경상남도 거제시  거제북로 48,경상남도,경상남도
984,거제아주점,경상남도 거제시  아주1로 112,경상남도,경상남도
985,거제상문점,경상남도 거제시 문동동 578-13번지,경상남도,경상남도
986,거제사등점,경상남도 거제시 거제면 두동로 44,경상남도,경상남도
987,거제고현점,경상남도 거제시  거제중앙로5길 28 -1,경상남도,경상남도
988,거여2동점,서울특별시 송파구 거여동 35번지 1층,서울특별시,서울특별시
989,거모점,경기도 시흥시 도일로 143(거모동),경기도,경기도
990,개포4동점,서울특별시 강남구 개포동 1221번지,서울특별시,서울특별시
991,개포2동점,"서울특별시 강남구   선릉로12길 5, 102-나호",서울특별시,서울특별시
992,개봉1동점,서울특별시 구로구  고척로21길 17-1,서울특별시,서울특별시
993,"개금1,2동점",부산광역시 부산진구  엄광로 52-1,부산광역시,부산광역시
994,강화점,인천광역시 강화군 강화읍 강화대로 199,인천광역시,인천광역시
995,강저지구점,충청북도 제천시 영천동 2209,충청북도,충청북도
996,강원횡성점,강원도 횡성군 횡성읍 북천리115-52,강원도,강원도
997,강릉홍제내곡점,강원도 강릉시  남산초교길 12번길 16,강원도,강원도
998,강릉포남점,강원도 강릉시  강릉대로 457번길 25,강원도,강원도
999,강릉택지점,"강원도 강릉시   원대로 128번길, 107호",강원도,강원도
1000,강릉유천점,"강원도 강릉시  선수촌로 79-7, 101호",강원도,강원도
1001,강릉성덕점,강원도 강릉시 입암동 498-12,강원도,강원도
1002,감정점,"경기도 김포시  북변1로 36, 106호",경기도,경기도
1003,갈현2동점,서울특별시 은평구 갈현2동 506-33번지,서울특별시,서울특별시
1004,갈매점,"경기도 구리시 갈매순환로204 8-52, 101호 전면 왼쪽상가",경기도,경기도
1005,갈말점,강원도 철원군 갈말읍 명성로 139번길 13-22,강원도,강원도
1006,간석1동점,인천광역시 남동구  예술로 278,인천광역시,인천광역시
1007,가평점,경기도 가평군 가평읍 오리나무길 41-15,경기도,경기도
1008,가좌1호점,인천광역시 서구 가좌동 7번지,인천광역시,인천광역시
1009,가정점,"인천광역시 서구  염곡로498번안길 11-1, 1층 일부",인천광역시,인천광역시
1010,가양점,서울특별시 강서구 가양동 1479-3번지 1층 104호,서울특별시,서울특별시
1011,가산점,서울특별시 금천구 가산동 151-25,서울특별시,서울특별시
1012,가락본동점,서울특별시 송파구  송파대로30길 41-34,서울특별시,서울특별시
1013,가곡수동점,경기도 남양주시 수동면 비룡로 716,경기도,경기도
